onset	duration	trial_type	electrodes_involved_onset	electrodes_involved_offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_site_num	electrical_stimulation_current	notes	status	status_description
794.2060546875	0.0002	electrical_stimulation	n/a	n/a	1626534	n/a	biphasic	LTG2-LTG3	14-15	6.0 mA	n/a	good	n/a
799.33544921875	0.0002	electrical_stimulation	n/a	n/a	1637039	n/a	biphasic	LTG2-LTG3	14-15	6.0 mA	n/a	bad	n/a
804.2939453125	0.0002	electrical_stimulation	n/a	n/a	1647194	n/a	biphasic	LTG2-LTG3	14-15	6.0 mA	n/a	good	n/a
809.64794921875	0.0002	electrical_stimulation	n/a	n/a	1658159	n/a	biphasic	LTG2-LTG3	14-15	6.0 mA	n/a	good	n/a
815.24169921875	0.0002	electrical_stimulation	n/a	n/a	1669615	n/a	biphasic	LTG2-LTG3	14-15	6.0 mA	n/a	good	n/a
819.33447265625	0.0002	electrical_stimulation	n/a	n/a	1677997	n/a	biphasic	LTG2-LTG3	14-15	6.0 mA	n/a	good	n/a
823.71337890625	0.0002	electrical_stimulation	n/a	n/a	1686965	n/a	biphasic	LTG2-LTG3	14-15	6.0 mA	n/a	good	n/a
828.65966796875	0.0002	electrical_stimulation	n/a	n/a	1697095	n/a	biphasic	LTG2-LTG3	14-15	6.0 mA	n/a	good	n/a
832.2685546875	0.0002	electrical_stimulation	n/a	n/a	1704486	n/a	biphasic	LTG2-LTG3	14-15	6.0 mA	n/a	good	n/a
837.2890625	0.0002	electrical_stimulation	n/a	n/a	1714768	n/a	biphasic	LTG2-LTG3	14-15	6.0 mA	n/a	good	n/a
842.595703125	0.0002	electrical_stimulation	n/a	n/a	1725636	n/a	biphasic	LTG2-LTG3	14-15	6.0 mA	n/a	good	n/a
846.21337890625	0.0002	electrical_stimulation	n/a	n/a	1733045	n/a	biphasic	LTG2-LTG3	14-15	6.0 mA	n/a	good	n/a
850.91650390625	0.0002	electrical_stimulation	n/a	n/a	1742677	n/a	biphasic	LTG2-LTG3	14-15	6.0 mA	n/a	good	n/a
877.49560546875	0.0002	electrical_stimulation	n/a	n/a	1797111	n/a	biphasic	LTG3-LTG4	15-16	6.0 mA	n/a	good	n/a
883.2666015625	0.0002	electrical_stimulation	n/a	n/a	1808930	n/a	biphasic	LTG3-LTG4	15-16	6.0 mA	n/a	good	n/a
885.80029296875	0.0002	electrical_stimulation	n/a	n/a	1814119	n/a	biphasic	LTG3-LTG4	15-16	6.0 mA	n/a	good	n/a
890.5859375	0.0002	electrical_stimulation	n/a	n/a	1823920	n/a	biphasic	LTG3-LTG4	15-16	6.0 mA	n/a	good	n/a
895.67333984375	0.0002	electrical_stimulation	n/a	n/a	1834339	n/a	biphasic	LTG3-LTG4	15-16	6.0 mA	n/a	good	n/a
899.4169921875	0.0002	electrical_stimulation	n/a	n/a	1842006	n/a	biphasic	LTG3-LTG4	15-16	6.0 mA	n/a	good	n/a
904.22412109375	0.0002	electrical_stimulation	n/a	n/a	1851851	n/a	biphasic	LTG3-LTG4	15-16	6.0 mA	n/a	good	n/a
909.26513671875	0.0002	electrical_stimulation	n/a	n/a	1862175	n/a	biphasic	LTG3-LTG4	15-16	6.0 mA	n/a	good	n/a
912.19482421875	0.0002	electrical_stimulation	n/a	n/a	1868175	n/a	biphasic	LTG3-LTG4	15-16	6.0 mA	n/a	good	n/a
917.5595703125	0.0002	electrical_stimulation	n/a	n/a	1879162	n/a	biphasic	LTG3-LTG4	15-16	6.0 mA	n/a	good	n/a
923.06494140625	0.0002	electrical_stimulation	n/a	n/a	1890437	n/a	biphasic	LTG3-LTG4	15-16	6.0 mA	n/a	good	n/a
926.61962890625	0.0002	electrical_stimulation	n/a	n/a	1897717	n/a	biphasic	LTG3-LTG4	15-16	6.0 mA	n/a	good	n/a
933.10546875	0.0002	electrical_stimulation	n/a	n/a	1911000	n/a	biphasic	LTG3-LTG4	15-16	6.0 mA	n/a	good	n/a
968.29052734375	0.0002	electrical_stimulation	n/a	n/a	1983059	n/a	biphasic	LTG4-LTG5	16-17	6.0 mA	n/a	good	n/a
992.17578125	0.0002	electrical_stimulation	n/a	n/a	2031976	n/a	biphasic	LTG4-LTG5	16-17	6.0 mA	n/a	good	n/a
1000.1259765625	0.0002	electrical_stimulation	n/a	n/a	2048258	n/a	biphasic	LTG4-LTG5	16-17	6.0 mA	n/a	good	n/a
1006.84619140625	0.0002	electrical_stimulation	n/a	n/a	2062021	n/a	biphasic	LTG4-LTG5	16-17	6.0 mA	n/a	good	n/a
1012.8046875	0.0002	electrical_stimulation	n/a	n/a	2074224	n/a	biphasic	LTG4-LTG5	16-17	6.0 mA	n/a	good	n/a
1017.642578125	0.0002	electrical_stimulation	n/a	n/a	2084132	n/a	biphasic	LTG4-LTG5	16-17	6.0 mA	n/a	good	n/a
1023.14208984375	0.0002	electrical_stimulation	n/a	n/a	2095395	n/a	biphasic	LTG4-LTG5	16-17	6.0 mA	n/a	good	n/a
1029.10595703125	0.0002	electrical_stimulation	n/a	n/a	2107609	n/a	biphasic	LTG4-LTG5	16-17	6.0 mA	n/a	good	n/a
1033.29833984375	0.0002	electrical_stimulation	n/a	n/a	2116195	n/a	biphasic	LTG4-LTG5	16-17	6.0 mA	n/a	good	n/a
1038.9912109375	0.0002	electrical_stimulation	n/a	n/a	2127854	n/a	biphasic	LTG4-LTG5	16-17	6.0 mA	n/a	good	n/a
1044.7412109375	0.0002	electrical_stimulation	n/a	n/a	2139630	n/a	biphasic	LTG4-LTG5	16-17	6.0 mA	n/a	good	n/a
1051.19580078125	0.0002	electrical_stimulation	n/a	n/a	2152849	n/a	biphasic	LTG4-LTG5	16-17	6.0 mA	n/a	good	n/a
1095.70703125	0.0002	electrical_stimulation	n/a	n/a	2244008	n/a	biphasic	LTG5-LTG6	17-18	6.0 mA	n/a	good	n/a
1102.421875	0.0002	electrical_stimulation	n/a	n/a	2257760	n/a	biphasic	LTG5-LTG6	17-18	6.0 mA	n/a	good	n/a
1108.24560546875	0.0002	electrical_stimulation	n/a	n/a	2269687	n/a	biphasic	LTG5-LTG6	17-18	6.0 mA	n/a	good	n/a
1114.60107421875	0.0002	electrical_stimulation	n/a	n/a	2282703	n/a	biphasic	LTG5-LTG6	17-18	6.0 mA	n/a	good	n/a
1120.48583984375	0.0002	electrical_stimulation	n/a	n/a	2294755	n/a	biphasic	LTG5-LTG6	17-18	6.0 mA	n/a	good	n/a
1124.90234375	0.0002	electrical_stimulation	n/a	n/a	2303800	n/a	biphasic	LTG5-LTG6	17-18	6.0 mA	n/a	good	n/a
1129.95947265625	0.0002	electrical_stimulation	n/a	n/a	2314157	n/a	biphasic	LTG5-LTG6	17-18	6.0 mA	n/a	good	n/a
1136.2939453125	0.0002	electrical_stimulation	n/a	n/a	2327130	n/a	biphasic	LTG5-LTG6	17-18	6.0 mA	n/a	good	n/a
1141.255859375	0.0002	electrical_stimulation	n/a	n/a	2337292	n/a	biphasic	LTG5-LTG6	17-18	6.0 mA	n/a	good	n/a
1147.18359375	0.0002	electrical_stimulation	n/a	n/a	2349432	n/a	biphasic	LTG5-LTG6	17-18	6.0 mA	n/a	good	n/a
1199.0087890625	0.0002	electrical_stimulation	n/a	n/a	2455570	n/a	biphasic	LTG6-LTG7	18-19	6.0 mA	n/a	good	n/a
1203.0498046875	0.0002	electrical_stimulation	n/a	n/a	2463846	n/a	biphasic	LTG6-LTG7	18-19	6.0 mA	n/a	good	n/a
1207.3193359375	0.0002	electrical_stimulation	n/a	n/a	2472590	n/a	biphasic	LTG6-LTG7	18-19	6.0 mA	n/a	good	n/a
1212.58984375	0.0002	electrical_stimulation	n/a	n/a	2483384	n/a	biphasic	LTG6-LTG7	18-19	6.0 mA	n/a	good	n/a
1218.02734375	0.0002	electrical_stimulation	n/a	n/a	2494520	n/a	biphasic	LTG6-LTG7	18-19	6.0 mA	n/a	good	n/a
1222.62060546875	0.0002	electrical_stimulation	n/a	n/a	2503927	n/a	biphasic	LTG6-LTG7	18-19	6.0 mA	n/a	good	n/a
1226.20166015625	0.0002	electrical_stimulation	n/a	n/a	2511261	n/a	biphasic	LTG6-LTG7	18-19	6.0 mA	n/a	good	n/a
1230.88330078125	0.0002	electrical_stimulation	n/a	n/a	2520849	n/a	biphasic	LTG6-LTG7	18-19	6.0 mA	n/a	good	n/a
1236.107421875	0.0002	electrical_stimulation	n/a	n/a	2531548	n/a	biphasic	LTG6-LTG7	18-19	6.0 mA	n/a	good	n/a
1242.48828125	0.0002	electrical_stimulation	n/a	n/a	2544616	n/a	biphasic	LTG6-LTG7	18-19	6.0 mA	n/a	good	n/a
1265.66796875	0.0002	electrical_stimulation	n/a	n/a	2592088	n/a	biphasic	LTG7-LTG8	19-20	6.0 mA	n/a	good	n/a
1270.515625	0.0002	electrical_stimulation	n/a	n/a	2602016	n/a	biphasic	LTG7-LTG8	19-20	6.0 mA	n/a	bad	n/a
1275.27099609375	0.0002	electrical_stimulation	n/a	n/a	2611755	n/a	biphasic	LTG7-LTG8	19-20	6.0 mA	n/a	good	n/a
1279.70751953125	0.0002	electrical_stimulation	n/a	n/a	2620841	n/a	biphasic	LTG7-LTG8	19-20	6.0 mA	n/a	good	n/a
1285.15478515625	0.0002	electrical_stimulation	n/a	n/a	2631997	n/a	biphasic	LTG7-LTG8	19-20	6.0 mA	n/a	bad	n/a
1296.0458984375	0.0002	electrical_stimulation	n/a	n/a	2654302	n/a	biphasic	LTG7-LTG8	19-20	6.0 mA	n/a	good	n/a
1301.56689453125	0.0002	electrical_stimulation	n/a	n/a	2665609	n/a	biphasic	LTG7-LTG8	19-20	6.0 mA	n/a	good	n/a
1306.6865234375	0.0002	electrical_stimulation	n/a	n/a	2676094	n/a	biphasic	LTG7-LTG8	19-20	6.0 mA	n/a	good	n/a
1311.05029296875	0.0002	electrical_stimulation	n/a	n/a	2685031	n/a	biphasic	LTG7-LTG8	19-20	6.0 mA	n/a	good	n/a
1322.7109375	0.0002	electrical_stimulation	n/a	n/a	2708912	n/a	biphasic	LTG7-LTG8	19-20	6.0 mA	n/a	good	n/a
1330.6103515625	0.0002	electrical_stimulation	n/a	n/a	2725090	n/a	biphasic	LTG7-LTG8	19-20	6.0 mA	n/a	good	n/a
1407.45654296875	0.0002	electrical_stimulation	n/a	n/a	2882471	n/a	biphasic	LTG9-LTG10	21-22	6.0 mA	n/a	good	n/a
1413.0244140625	0.0002	electrical_stimulation	n/a	n/a	2893874	n/a	biphasic	LTG9-LTG10	21-22	6.0 mA	n/a	good	n/a
1418.45703125	0.0002	electrical_stimulation	n/a	n/a	2905000	n/a	biphasic	LTG9-LTG10	21-22	6.0 mA	n/a	good	n/a
1426.00048828125	0.0002	electrical_stimulation	n/a	n/a	2920449	n/a	biphasic	LTG9-LTG10	21-22	6.0 mA	n/a	good	n/a
1430.9794921875	0.0002	electrical_stimulation	n/a	n/a	2930646	n/a	biphasic	LTG9-LTG10	21-22	6.0 mA	n/a	good	n/a
1437.943359375	0.0002	electrical_stimulation	n/a	n/a	2944908	n/a	biphasic	LTG9-LTG10	21-22	6.0 mA	n/a	good	n/a
1443.12109375	0.0002	electrical_stimulation	n/a	n/a	2955512	n/a	biphasic	LTG9-LTG10	21-22	6.0 mA	n/a	good	n/a
1448.47509765625	0.0002	electrical_stimulation	n/a	n/a	2966477	n/a	biphasic	LTG9-LTG10	21-22	6.0 mA	n/a	good	n/a
1453.62646484375	0.0002	electrical_stimulation	n/a	n/a	2977027	n/a	biphasic	LTG9-LTG10	21-22	6.0 mA	n/a	good	n/a
1458.30078125	0.0002	electrical_stimulation	n/a	n/a	2986600	n/a	biphasic	LTG9-LTG10	21-22	6.0 mA	n/a	good	n/a
1484.69287109375	0.0002	electrical_stimulation	n/a	n/a	3040651	n/a	biphasic	LTG10-LTG11	22-23	6.0 mA	n/a	good	n/a
1490.45361328125	0.0002	electrical_stimulation	n/a	n/a	3052449	n/a	biphasic	LTG10-LTG11	22-23	6.0 mA	n/a	good	n/a
1496.66845703125	0.0002	electrical_stimulation	n/a	n/a	3065177	n/a	biphasic	LTG10-LTG11	22-23	6.0 mA	n/a	good	n/a
1501.83984375	0.0002	electrical_stimulation	n/a	n/a	3075768	n/a	biphasic	LTG10-LTG11	22-23	6.0 mA	n/a	good	n/a
1515.919921875	0.0002	electrical_stimulation	n/a	n/a	3104604	n/a	biphasic	LTG10-LTG11	22-23	6.0 mA	n/a	good	n/a
1527.97412109375	0.0002	electrical_stimulation	n/a	n/a	3129291	n/a	biphasic	LTG10-LTG11	22-23	6.0 mA	n/a	good	n/a
1532.84228515625	0.0002	electrical_stimulation	n/a	n/a	3139261	n/a	biphasic	LTG10-LTG11	22-23	6.0 mA	n/a	good	n/a
1536.23193359375	0.0002	electrical_stimulation	n/a	n/a	3146203	n/a	biphasic	LTG10-LTG11	22-23	6.0 mA	n/a	good	n/a
1541.0751953125	0.0002	electrical_stimulation	n/a	n/a	3156122	n/a	biphasic	LTG10-LTG11	22-23	6.0 mA	n/a	good	n/a
1545.79833984375	0.0002	electrical_stimulation	n/a	n/a	3165795	n/a	biphasic	LTG10-LTG11	22-23	6.0 mA	n/a	good	n/a
1576.59228515625	0.0002	electrical_stimulation	n/a	n/a	3228861	n/a	biphasic	LTG11-LTG12	23-24	6.0 mA	n/a	good	n/a
1582.46337890625	0.0002	electrical_stimulation	n/a	n/a	3240885	n/a	biphasic	LTG11-LTG12	23-24	6.0 mA	n/a	good	n/a
1587.2958984375	0.0002	electrical_stimulation	n/a	n/a	3250782	n/a	biphasic	LTG11-LTG12	23-24	6.0 mA	n/a	good	n/a
1592.36328125	0.0002	electrical_stimulation	n/a	n/a	3261160	n/a	biphasic	LTG11-LTG12	23-24	6.0 mA	n/a	good	n/a
1597.25341796875	0.0002	electrical_stimulation	n/a	n/a	3271175	n/a	biphasic	LTG11-LTG12	23-24	6.0 mA	n/a	good	n/a
1601.5126953125	0.0002	electrical_stimulation	n/a	n/a	3279898	n/a	biphasic	LTG11-LTG12	23-24	6.0 mA	n/a	good	n/a
1605.87109375	0.0002	electrical_stimulation	n/a	n/a	3288824	n/a	biphasic	LTG11-LTG12	23-24	6.0 mA	n/a	good	n/a
1609.572265625	0.0002	electrical_stimulation	n/a	n/a	3296404	n/a	biphasic	LTG11-LTG12	23-24	6.0 mA	n/a	good	n/a
1613.79541015625	0.0002	electrical_stimulation	n/a	n/a	3305053	n/a	biphasic	LTG11-LTG12	23-24	6.0 mA	n/a	good	n/a
1619.67578125	0.0002	electrical_stimulation	n/a	n/a	3317096	n/a	biphasic	LTG11-LTG12	23-24	6.0 mA	n/a	good	n/a
1643.74169921875	0.0002	electrical_stimulation	n/a	n/a	3366383	n/a	biphasic	LTG12-LTG13	24-25	6.0 mA	n/a	good	n/a
1648.49609375	0.0002	electrical_stimulation	n/a	n/a	3376120	n/a	biphasic	LTG12-LTG13	24-25	6.0 mA	n/a	good	n/a
1653.177734375	0.0002	electrical_stimulation	n/a	n/a	3385708	n/a	biphasic	LTG12-LTG13	24-25	6.0 mA	n/a	good	n/a
1657.8017578125	0.0002	electrical_stimulation	n/a	n/a	3395178	n/a	biphasic	LTG12-LTG13	24-25	6.0 mA	n/a	good	n/a
1663.79736328125	0.0002	electrical_stimulation	n/a	n/a	3407457	n/a	biphasic	LTG12-LTG13	24-25	6.0 mA	n/a	good	n/a
1668.228515625	0.0002	electrical_stimulation	n/a	n/a	3416532	n/a	biphasic	LTG12-LTG13	24-25	6.0 mA	n/a	good	n/a
1672.37841796875	0.0002	electrical_stimulation	n/a	n/a	3425031	n/a	biphasic	LTG12-LTG13	24-25	6.0 mA	n/a	good	n/a
1676.43994140625	0.0002	electrical_stimulation	n/a	n/a	3433349	n/a	biphasic	LTG12-LTG13	24-25	6.0 mA	n/a	good	n/a
1682.09619140625	0.0002	electrical_stimulation	n/a	n/a	3444933	n/a	biphasic	LTG12-LTG13	24-25	6.0 mA	n/a	good	n/a
1703.1748046875	0.0002	electrical_stimulation	n/a	n/a	3488102	n/a	biphasic	LTG13-LTG14	25-26	6.0 mA	n/a	good	n/a
1708.03369140625	0.0002	electrical_stimulation	n/a	n/a	3498053	n/a	biphasic	LTG13-LTG14	25-26	6.0 mA	n/a	good	n/a
1712.8349609375	0.0002	electrical_stimulation	n/a	n/a	3507886	n/a	biphasic	LTG13-LTG14	25-26	6.0 mA	n/a	good	n/a
1718.2783203125	0.0002	electrical_stimulation	n/a	n/a	3519034	n/a	biphasic	LTG13-LTG14	25-26	6.0 mA	n/a	good	n/a
1721.3330078125	0.0002	electrical_stimulation	n/a	n/a	3525290	n/a	biphasic	LTG13-LTG14	25-26	6.0 mA	n/a	good	n/a
1727.8447265625	0.0002	electrical_stimulation	n/a	n/a	3538626	n/a	biphasic	LTG13-LTG14	25-26	6.0 mA	n/a	good	n/a
1733.01513671875	0.0002	electrical_stimulation	n/a	n/a	3549215	n/a	biphasic	LTG13-LTG14	25-26	6.0 mA	n/a	good	n/a
1738.8603515625	0.0002	electrical_stimulation	n/a	n/a	3561186	n/a	biphasic	LTG13-LTG14	25-26	6.0 mA	n/a	good	n/a
1743.77099609375	0.0002	electrical_stimulation	n/a	n/a	3571243	n/a	biphasic	LTG13-LTG14	25-26	6.0 mA	n/a	good	n/a
1749.47412109375	0.0002	electrical_stimulation	n/a	n/a	3582923	n/a	biphasic	LTG13-LTG14	25-26	6.0 mA	n/a	good	n/a
1779.96728515625	0.0002	electrical_stimulation	n/a	n/a	3645373	n/a	biphasic	LTG14-LTG15	26-27	6.0 mA	n/a	good	n/a
1784.73291015625	0.0002	electrical_stimulation	n/a	n/a	3655133	n/a	biphasic	LTG14-LTG15	26-27	6.0 mA	n/a	good	n/a
1789.27392578125	0.0002	electrical_stimulation	n/a	n/a	3664433	n/a	biphasic	LTG14-LTG15	26-27	6.0 mA	n/a	good	n/a
1793.83544921875	0.0002	electrical_stimulation	n/a	n/a	3673775	n/a	biphasic	LTG14-LTG15	26-27	6.0 mA	n/a	good	n/a
1798.2666015625	0.0002	electrical_stimulation	n/a	n/a	3682850	n/a	biphasic	LTG14-LTG15	26-27	6.0 mA	n/a	good	n/a
1802.04638671875	0.0002	electrical_stimulation	n/a	n/a	3690591	n/a	biphasic	LTG14-LTG15	26-27	6.0 mA	n/a	good	n/a
1806.8896484375	0.0002	electrical_stimulation	n/a	n/a	3700510	n/a	biphasic	LTG14-LTG15	26-27	6.0 mA	n/a	good	n/a
1811.27392578125	0.0002	electrical_stimulation	n/a	n/a	3709489	n/a	biphasic	LTG14-LTG15	26-27	6.0 mA	n/a	good	n/a
1815.673828125	0.0002	electrical_stimulation	n/a	n/a	3718500	n/a	biphasic	LTG14-LTG15	26-27	6.0 mA	n/a	bad	n/a
1820.736328125	0.0002	electrical_stimulation	n/a	n/a	3728868	n/a	biphasic	LTG14-LTG15	26-27	6.0 mA	n/a	good	n/a
1840.8974609375	0.0002	electrical_stimulation	n/a	n/a	3770158	n/a	biphasic	LTG15-LTG16	27-28	6.0 mA	n/a	good	n/a
1846.26708984375	0.0002	electrical_stimulation	n/a	n/a	3781155	n/a	biphasic	LTG15-LTG16	27-28	6.0 mA	n/a	good	n/a
1850.896484375	0.0002	electrical_stimulation	n/a	n/a	3790636	n/a	biphasic	LTG15-LTG16	27-28	6.0 mA	n/a	good	n/a
1856.07861328125	0.0002	electrical_stimulation	n/a	n/a	3801249	n/a	biphasic	LTG15-LTG16	27-28	6.0 mA	n/a	good	n/a
1860.63427734375	0.0002	electrical_stimulation	n/a	n/a	3810579	n/a	biphasic	LTG15-LTG16	27-28	6.0 mA	n/a	good	n/a
1866.3486328125	0.0002	electrical_stimulation	n/a	n/a	3822282	n/a	biphasic	LTG15-LTG16	27-28	6.0 mA	n/a	good	n/a
1870.75830078125	0.0002	electrical_stimulation	n/a	n/a	3831313	n/a	biphasic	LTG15-LTG16	27-28	6.0 mA	n/a	good	n/a
1874.99755859375	0.0002	electrical_stimulation	n/a	n/a	3839995	n/a	biphasic	LTG15-LTG16	27-28	6.0 mA	n/a	good	n/a
1879.3974609375	0.0002	electrical_stimulation	n/a	n/a	3849006	n/a	biphasic	LTG15-LTG16	27-28	6.0 mA	n/a	good	n/a
1884.02197265625	0.0002	electrical_stimulation	n/a	n/a	3858477	n/a	biphasic	LTG15-LTG16	27-28	6.0 mA	n/a	good	n/a
1903.6875	0.0002	electrical_stimulation	n/a	n/a	3898752	n/a	biphasic	LTG17-LTG18	29-30	6.0 mA	n/a	good	n/a
1908.9375	0.0002	electrical_stimulation	n/a	n/a	3909504	n/a	biphasic	LTG17-LTG18	29-30	6.0 mA	n/a	good	n/a
1914.0517578125	0.0002	electrical_stimulation	n/a	n/a	3919978	n/a	biphasic	LTG17-LTG18	29-30	6.0 mA	n/a	good	n/a
1919.0302734375	0.0002	electrical_stimulation	n/a	n/a	3930174	n/a	biphasic	LTG17-LTG18	29-30	6.0 mA	n/a	good	n/a
1924.18115234375	0.0002	electrical_stimulation	n/a	n/a	3940723	n/a	biphasic	LTG17-LTG18	29-30	6.0 mA	n/a	good	n/a
1929.30078125	0.0002	electrical_stimulation	n/a	n/a	3951208	n/a	biphasic	LTG17-LTG18	29-30	6.0 mA	n/a	good	n/a
1932.658203125	0.0002	electrical_stimulation	n/a	n/a	3958084	n/a	biphasic	LTG17-LTG18	29-30	6.0 mA	n/a	good	n/a
1938.0224609375	0.0002	electrical_stimulation	n/a	n/a	3969070	n/a	biphasic	LTG17-LTG18	29-30	6.0 mA	n/a	good	n/a
1942.69873046875	0.0002	electrical_stimulation	n/a	n/a	3978647	n/a	biphasic	LTG17-LTG18	29-30	6.0 mA	n/a	good	n/a
1947.15625	0.0002	electrical_stimulation	n/a	n/a	3987776	n/a	biphasic	LTG17-LTG18	29-30	6.0 mA	n/a	good	n/a
1963.05810546875	0.0002	electrical_stimulation	n/a	n/a	4020343	n/a	biphasic	LTG18-LTG19	30-31	6.0 mA	n/a	good	n/a
1967.91162109375	0.0002	electrical_stimulation	n/a	n/a	4030283	n/a	biphasic	LTG18-LTG19	30-31	6.0 mA	n/a	good	n/a
1972.02001953125	0.0002	electrical_stimulation	n/a	n/a	4038697	n/a	biphasic	LTG18-LTG19	30-31	6.0 mA	n/a	good	n/a
1977.0927734375	0.0002	electrical_stimulation	n/a	n/a	4049086	n/a	biphasic	LTG18-LTG19	30-31	6.0 mA	n/a	bad	n/a
1981.9775390625	0.0002	electrical_stimulation	n/a	n/a	4059090	n/a	biphasic	LTG18-LTG19	30-31	6.0 mA	n/a	bad	n/a
1985.673828125	0.0002	electrical_stimulation	n/a	n/a	4066660	n/a	biphasic	LTG18-LTG19	30-31	6.0 mA	n/a	good	n/a
1990.41259765625	0.0002	electrical_stimulation	n/a	n/a	4076365	n/a	biphasic	LTG18-LTG19	30-31	6.0 mA	n/a	good	n/a
1994.4267578125	0.0002	electrical_stimulation	n/a	n/a	4084586	n/a	biphasic	LTG18-LTG19	30-31	6.0 mA	n/a	good	n/a
1999.5	0.0002	electrical_stimulation	n/a	n/a	4094976	n/a	biphasic	LTG18-LTG19	30-31	6.0 mA	n/a	good	n/a
2004.05615234375	0.0002	electrical_stimulation	n/a	n/a	4104307	n/a	biphasic	LTG18-LTG19	30-31	6.0 mA	n/a	good	n/a
2024.05517578125	0.0002	electrical_stimulation	n/a	n/a	4145265	n/a	biphasic	LTG19-LTG20	31-32	6.0 mA	n/a	good	n/a
2028.19482421875	0.0002	electrical_stimulation	n/a	n/a	4153743	n/a	biphasic	LTG19-LTG20	31-32	6.0 mA	n/a	good	n/a
2033.2099609375	0.0002	electrical_stimulation	n/a	n/a	4164014	n/a	biphasic	LTG19-LTG20	31-32	6.0 mA	n/a	good	n/a
2037.615234375	0.0002	electrical_stimulation	n/a	n/a	4173036	n/a	biphasic	LTG19-LTG20	31-32	6.0 mA	n/a	good	n/a
2042.2861328125	0.0002	electrical_stimulation	n/a	n/a	4182602	n/a	biphasic	LTG19-LTG20	31-32	6.0 mA	n/a	good	n/a
2047.228515625	0.0002	electrical_stimulation	n/a	n/a	4192724	n/a	biphasic	LTG19-LTG20	31-32	6.0 mA	n/a	good	n/a
2051.8115234375	0.0002	electrical_stimulation	n/a	n/a	4202110	n/a	biphasic	LTG19-LTG20	31-32	6.0 mA	n/a	good	n/a
2055.6689453125	0.0002	electrical_stimulation	n/a	n/a	4210010	n/a	biphasic	LTG19-LTG20	31-32	6.0 mA	n/a	good	n/a
2060.35595703125	0.0002	electrical_stimulation	n/a	n/a	4219609	n/a	biphasic	LTG19-LTG20	31-32	6.0 mA	n/a	good	n/a
2064.81787109375	0.0002	electrical_stimulation	n/a	n/a	4228747	n/a	biphasic	LTG19-LTG20	31-32	6.0 mA	n/a	good	n/a
2087.0595703125	0.0002	electrical_stimulation	n/a	n/a	4274298	n/a	biphasic	LTG20-LTG21	32-33	6.0 mA	n/a	good	n/a
2091.98583984375	0.0002	electrical_stimulation	n/a	n/a	4284387	n/a	biphasic	LTG20-LTG21	32-33	6.0 mA	n/a	good	n/a
